Transaction Number,Transaction Date,Property ID,Transaction Type,Transaction sub type,Registration type,Is Free Hold?,Usage,Area,Property Type,Property Sub Type,Amount,Transaction Size (sq.m),Property Size (sq.m),Room(s),Floor,Parking,Nearest Metro,Nearest Mall,Nearest Landmark,No. of Buyer,No. of Seller,Master Project,Project
"11-1262-2006","2006-08-01 00:00:00","86422","Sales","Sale","Ready","Free Hold","Commercial","Al Thanyah Fifth","Land","Commercial","2100000","955.92","955.92","","","","Jumeirah Lakes Towers","Marina Mall","Sports City Swimming Academy","2","1","",""
"11-1263-2006","2006-08-01 00:00:00","30607","Sales","Sale","Ready","Non Free Hold","Residential","Mirdif","Land","Residential","9200000","1416.96","1416.96","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-1264-2006","2006-08-01 00:00:00","44654","Sales","Sale","Ready","Non Free Hold","Residential","Mirdif","Land","Residential","3400000","929.03","929.03","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-1265-2006","2006-08-01 00:00:00","40366","Sales","Sale","Ready","Non Free Hold","Commercial","Abu Hail","Land","Commercial","900000","222.97","222.97","","","","Abu Baker Al Siddique Metro Station","","Dubai International Airport","1","1","",""
"11-1266-2006","2006-08-01 00:00:00","86415","Sales","Sale","Ready","Free Hold","Commercial","Al Thanyah Fifth","Land","Commercial","2400000","1025.96","1025.96","","","","Marina Mall Metro Station","Marina Mall","Sports City Swimming Academy","2","1","",""
"11-1267-2006","2006-08-01 00:00:00","96343","Sales","Sale","Ready","Free Hold","Residential","Marsa Dubai","Land","Residential Flats","37535550","3304.93","3304.93","","","","Jumeirah Beach Residency","Marina Mall","Sports City Swimming Academy","1","1","",""
"11-1268-2006","2006-08-02 00:00:00","86411","Sales","Sale","Ready","Free Hold","Commercial","Al Thanyah Fifth","Land","Commercial","2000000","956.01","956.01","","","","Marina Mall Metro Station","Marina Mall","Sports City Swimming Academy","1","1","",""
"11-1269-2006","2006-08-02 00:00:00","86316","Sales","Sale","Ready","Non Free Hold","Residential","Al Bada","Land","Residential","200000","232.26","232.26","","","","Trade Centre Metro Station","Dubai Mall","Burj Khalifa","1","1","",""
"11-127-2006","2006-01-31 00:00:00","35106","Sales","Sale","Ready","Non Free Hold","Commercial","Al Dhagaya","Land","Commercial","3600000","107.77","107.77","","","","Palm Deira Metro Stations","Dubai Mall","Dubai International Airport","1","1","",""
"11-1270-2006","2006-08-02 00:00:00","86627","Sales","Sale","Ready","Free Hold","Commercial","Al Thanyah Fifth","Land","Commercial","2100000","988.18","988.18","","","","Jumeirah Lakes Towers","Marina Mall","Sports City Swimming Academy","1","1","",""
"11-1271-2006","2006-08-02 00:00:00","48208","Sales","Sale","Ready","Non Free Hold","Residential","Al Bada","Land","Residential","1400000","229.93","230.86","","","","Trade Centre Metro Station","Dubai Mall","Burj Khalifa","1","1","",""
"11-1272-2006","2006-08-02 00:00:00","86863","Sales","Sale","Ready","Free Hold","Commercial","Al Thanyah Fifth","Land","Commercial","2400000","1302.65","1302.65","","","","Jumeirah Lakes Towers","Marina Mall","Sports City Swimming Academy","1","1","",""
"11-1273-2006","2006-08-02 00:00:00","86477","Sales","Sale","Ready","Free Hold","Commercial","Al Thanyah Fifth","Land","Commercial","2050000","932.63","932.63","","","","Jumeirah Lakes Towers","Marina Mall","Sports City Swimming Academy","2","1","",""
"11-1274-2006","2006-08-02 00:00:00","73276","Sales","Sale","Ready","Non Free Hold","Residential","Al Mezhar Second","Land","Residential","2000000","1858.06","1858.06","","","","Etisalat Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-1276-2006","2006-08-02 00:00:00","87282","Sales","Sale","Ready","Free Hold","Commercial","Al Thanyah Fifth","Land","Commercial","2050000","932.48","932.48","","","","Jumeirah Lakes Towers","Marina Mall","Sports City Swimming Academy","2","1","",""
"11-1277-2006","2006-08-05 00:00:00","87314","Sales","Sale","Ready","Free Hold","Commercial","Al Thanyah Fifth","Land","Commercial","2400000","1301.43","1301.43","","","","Jumeirah Lakes Towers","Marina Mall","Sports City Swimming Academy","1","1","",""
"11-1278-2006","2006-08-05 00:00:00","62057","Sales","Sale","Ready","Non Free Hold","Residential","Al Rashidiya","Land","Residential","1590000","334.45","334.45","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-1279-2006","2006-08-05 00:00:00","65110","Sales","Sale","Ready","Non Free Hold","Residential","Um Suqaim Second","Land","Residential","4250000","724.64","724.64","","","","Noor Bank Metro Station","Mall of the Emirates","Burj Al Arab","1","1","",""
"11-128-2006","2006-01-31 00:00:00","83403","Sales","Sale","Ready","Non Free Hold","Commercial","Al Baraha","Land","Commercial","9500000","3170.97","3170.97","","","","Salah Al Din Metro Station","","Dubai International Airport","1","1","",""
"11-1280-2006","2006-08-05 00:00:00","78596","Sales","Sale","Ready","Non Free Hold","Residential","Port Saeed","Land","Residential","3500000","367.15","549.05","","","","Al Rigga Metro Station","Dubai Mall","Dubai International Airport","1","14","",""
"11-1281-2006","2006-08-05 00:00:00","40366","Sales","Sale","Ready","Non Free Hold","Commercial","Abu Hail","Land","Commercial","1000000","222.97","222.97","","","","Abu Baker Al Siddique Metro Station","","Dubai International Airport","1","1","",""
"11-1282-2006","2006-08-05 00:00:00","3710","Sales","Sale","Ready","Non Free Hold","Residential","Al Bada","Land","Residential","5000000","357.68","357.68","","","","Emirates Towers Metro Station","Dubai Mall","Burj Khalifa","1","1","",""
"11-1283-2006","2006-08-05 00:00:00","66209","Sales","Sale","Ready","Non Free Hold","Residential","Al Warqa Third","Land","Residential","1400000","1158.96","1158.96","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-1284-2006","2006-08-05 00:00:00","78380","Sales","Sale","Ready","Non Free Hold","Commercial","Naif","Land","Commercial","1400000","167.23","167.23","","","","Baniyas Square Metro Station","Dubai Mall","Dubai International Airport","1","6","",""
"11-1285-2006","2006-08-05 00:00:00","35106","Sales","Sale","Ready","Non Free Hold","Commercial","Al Dhagaya","Land","Commercial","4200000","107.77","107.77","","","","Palm Deira Metro Stations","Dubai Mall","Dubai International Airport","1","1","",""
"11-1286-2006","2006-08-05 00:00:00","3614","Sales","Sale","Ready","Non Free Hold","Residential","Al Bada","Land","","2000000","278.71","278.71","","","","Trade Centre Metro Station","Dubai Mall","Burj Khalifa","1","1","",""
"11-1287-2006","2006-08-06 00:00:00","37777","Sales","Sale","Ready","Non Free Hold","Commercial","Hor Al Anz","Land","Commercial","1100000","185.81","185.81","","","","Abu Baker Al Siddique Metro Station","","Dubai International Airport","1","2","",""
"11-1288-2006","2006-08-06 00:00:00","93100","Sales","Sale","Ready","Non Free Hold","Commercial","Hor Al Anz","Land","Commercial","1500000","211.35","211.35","","","","","","","1","1","",""
"11-1289-2006","2006-08-07 00:00:00","28323","Sales","Sale","Ready","Non Free Hold","Residential","Mirdif","Land","Residential","2531250","940.64","940.64","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-129-2006","2006-01-31 00:00:00","280401","Sales","Sale","Ready","Non Free Hold","Residential","Nad Al Shiba","Land","","10311560","5986.8","5986.8","","","","","","","1","1","",""
"11-1290-2006","2006-08-07 00:00:00","69361","Sales","Sale","Ready","Non Free Hold","Residential","Al Barsha Second","Land","Residential","3476660","1468.15","1468.15","","","","First Abu Dhabi Bank Metro Station","Mall of the Emirates","Burj Al Arab","1","1","",""
"11-1291-2006","2006-08-08 00:00:00","86670","Sales","Sale","Ready","Free Hold","Commercial","Al Thanyah Fifth","Land","Commercial","2300000","1303.01","1503.24","","","","Marina Mall Metro Station","Marina Mall","Sports City Swimming Academy","1","1","",""
"11-1292-2006","2006-08-08 00:00:00","86651","Sales","Sale","Ready","Free Hold","Commercial","Al Thanyah Fifth","Land","Commercial","2050000","931.11","931.11","","","","Jumeirah Lakes Towers","Marina Mall","Sports City Swimming Academy","2","1","",""
"11-1293-2006","2006-08-08 00:00:00","86979","Sales","Sale","Ready","Free Hold","Commercial","Al Thanyah Fifth","Land","Commercial","1900000","817.65","817.65","","","","Damac Properties","Marina Mall","Sports City Swimming Academy","2","1","",""
"11-1294-2006","2006-08-08 00:00:00","86631","Sales","Sale","Ready","Free Hold","Commercial","Al Thanyah Fifth","Land","Commercial","2100000","956.01","956.01","","","","Jumeirah Lakes Towers","Marina Mall","Sports City Swimming Academy","2","1","",""
"11-1295-2006","2006-08-08 00:00:00","87015","Sales","Sale","Ready","Free Hold","Commercial","Al Thanyah Fifth","Land","Commercial","2100000","957.46","957.46","","","","Jumeirah Lakes Towers","Marina Mall","Sports City Swimming Academy","2","1","",""
"11-1296-2006","2006-08-08 00:00:00","86489","Sales","Sale","Ready","Free Hold","Commercial","Al Thanyah Fifth","Land","Commercial","2000000","817.3","817.3","","","","Jumeirah Lakes Towers","Marina Mall","Sports City Swimming Academy","1","1","",""
"11-1297-2006","2006-08-08 00:00:00","86454","Sales","Sale","Ready","Free Hold","Commercial","Al Thanyah Fifth","Land","Commercial","2100000","956.18","956.18","","","","Jumeirah Lakes Towers","Marina Mall","Sports City Swimming Academy","2","1","",""
"11-1298-2006","2006-08-08 00:00:00","86868","Sales","Sale","Ready","Free Hold","Commercial","Al Thanyah Fifth","Land","Commercial","1900000","816.73","816.73","","","","Jumeirah Lakes Towers","Marina Mall","Sports City Swimming Academy","1","1","",""
"11-1299-2006","2006-08-08 00:00:00","86457","Sales","Sale","Ready","Free Hold","Commercial","Al Thanyah Fifth","Land","Commercial","2200000","988.3","988.3","","","","Jumeirah Lakes Towers","Marina Mall","Sports City Swimming Academy","3","1","",""
"11-13-2006","2006-01-03 00:00:00","76732","Sales","Sale","Ready","Non Free Hold","Residential","Al Rashidiya","Land","Residential","1700000","1093.75","1093.75","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-130-2006","2006-01-31 00:00:00","90970","Sales","Sale","Ready","Non Free Hold","Commercial","Al Barsha First","Land","Commercial","10740895","1114.93","1114.93","","","","Sharaf Dg Metro Station","Mall of the Emirates","Burj Al Arab","1","1","",""
"11-1300-2006","2006-08-08 00:00:00","86972","Sales","Sale","Ready","Free Hold","Commercial","Al Thanyah Fifth","Land","Commercial","2300000","1303.01","1303.01","","","","Damac Properties","Marina Mall","Sports City Swimming Academy","1","1","",""
"11-1301-2006","2006-08-09 00:00:00","86423","Sales","Sale","Ready","Free Hold","Commercial","Al Thanyah Fifth","Land","Commercial","2400000","1303.01","1303.01","","","","Jumeirah Lakes Towers","Marina Mall","Sports City Swimming Academy","1","1","",""
"11-1302-2006","2006-08-09 00:00:00","86424","Sales","Sale","Ready","Free Hold","Commercial","Al Thanyah Fifth","Land","Commercial","2400000","1302.91","1302.91","","","","Jumeirah Lakes Towers","Marina Mall","Sports City Swimming Academy","1","1","",""
"11-1303-2006","2006-08-09 00:00:00","86857","Sales","Sale","Ready","Free Hold","Commercial","Al Thanyah Fifth","Land","Commercial","2000000","1026.64","1026.64","","","","Jumeirah Lakes Towers","Marina Mall","Sports City Swimming Academy","2","1","",""
"11-1304-2006","2006-08-09 00:00:00","16695","Sales","Sale","Ready","Non Free Hold","Residential","Nad Al Hamar","Land","Residential","2100000","1393.55","1393.55","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-1305-2006","2006-08-09 00:00:00","4403486","Sales","Sale","Ready","Non Free Hold","Residential","Nad Al Shiba","Land","","5921552","4584.6","4584.6","","","","","","","1","1","",""
"11-1307-2006","2006-08-09 00:00:00","37592","Sales","Sale","Ready","Non Free Hold","Residential","Hor Al Anz","Land","Residential","850000","150.5","150.5","","","","Abu Baker Al Siddique Metro Station","","Dubai International Airport","1","1","",""
"11-1308-2006","2006-08-09 00:00:00","50579","Sales","Sale","Ready","Non Free Hold","Commercial","Al Nahda Second","Land","Commercial","32000000","2375.9","2375.9","","","","STADIUM Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-1309-2006","2006-08-12 00:00:00","82965","Sales","Sale","Ready","Non Free Hold","Residential","Al Manara","Land","Residential","6000000","1858.06","1858.06","","","","First Abu Dhabi Bank Metro Station","Mall of the Emirates","Burj Al Arab","1","1","",""
"11-131-2006","2006-01-31 00:00:00","51665","Sales","Sale","Ready","Non Free Hold","Residential","Al Jafliya","Land","Residential","1200000","221.57","221.57","","","","Al Jafiliya Metro Station","Dubai Mall","Burj Khalifa","1","1","",""
"11-1310-2006","2006-08-12 00:00:00","91411","Sales","Sale","Ready","Non Free Hold","Residential","Al Qusais Third","Land","Residential","1000000","632.39","632.39","","","","Etisalat Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-1311-2006","2006-08-12 00:00:00","50192","Sales","Sale","Ready","Non Free Hold","Commercial","Hor Al Anz","Land","Commercial","1600000","229.93","229.93","","","","Abu Baker Al Siddique Metro Station","","Dubai International Airport","1","1","",""
"11-1312-2006","2006-08-12 00:00:00","59969","Sales","Sale","Ready","Non Free Hold","Residential","Hor Al Anz","Land","Residential","1700000","232.26","232.26","","","","Abu Hail Metro Station","City Centre Mirdif","Dubai International Airport","2","1","",""
"11-1313-2006","2006-08-13 00:00:00","81791","Sales","Sale","Ready","Non Free Hold","Residential","Jumeirah Third","Land","Residential","2000000","494.34","494.34","","","","Noor Bank Metro Station","Dubai Mall","Burj Khalifa","1","1","",""
"11-1314-2006","2006-08-13 00:00:00","7187","Sales","Sale","Ready","Non Free Hold","Residential","Al Satwa","Land","Residential","1550000","221.02","221.02","","","","Trade Centre Metro Station","Dubai Mall","Burj Khalifa","1","1","",""
"11-1315-2006","2006-08-13 00:00:00","52564","Sales","Sale","Ready","Non Free Hold","Residential","Al Mezhar Second","Land","Residential","2400000","1858.06","1858.06","","","","Etisalat Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-1316-2006","2006-08-13 00:00:00","86451","Sales","Sale","Ready","Free Hold","Commercial","Al Thanyah Fifth","Land","Commercial","2100000","955.47","1056.65","","","","Jumeirah Lakes Towers","Marina Mall","Sports City Swimming Academy","2","1","",""
"11-1317-2006","2006-08-14 00:00:00","64367","Sales","Sale","Ready","Non Free Hold","Residential","Al Rashidiya","Land","Residential","1800000","576","576","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","1","2","",""
"11-1318-2006","2006-08-14 00:00:00","90026","Sales","Sale","Ready","Non Free Hold","Commercial","Al Barsha First","Land","Commercial","15602600","1115.02","1115.02","","","","","","","1","2","",""
"11-1319-2006","2006-08-14 00:00:00","78657","Sales","Sale","Ready","Non Free Hold","Commercial","Al Suq Al Kabeer","Land","Commercial","5000000","174.56","174.56","","","","Al Ghubaiba Metro Station","Dubai Mall","Burj Khalifa","1","1","",""
"11-132-2006","2006-01-31 00:00:00","93999","Sales","Sale","Ready","Non Free Hold","Residential","Al-Aweer","Land","Agricultural","16500000","32240.59","32240.59","","","","","","","1","7","",""
"11-1320-2006","2006-08-14 00:00:00","56267","Sales","Sale","Ready","Non Free Hold","Residential","Al Qusais Third","Land","Residential","1500000","431.07","431.07","","","","Etisalat Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-1321-2006","2006-08-14 00:00:00","260775","Sales","Sale","Ready","Non Free Hold","Residential","Nad Al Shiba","Land","","6587565","4080.05","4080.05","","","","","","","1","1","",""
"11-1322-2006","2006-08-14 00:00:00","95027","Sales","Sale","Ready","Non Free Hold","Residential","Al Bada","Land","Residential","1200000","232.26","232.26","","","","Trade Centre Metro Station","Dubai Mall","Burj Khalifa","1","2","",""
"11-1323-2006","2006-08-15 00:00:00","87315","Sales","Sale","Ready","Free Hold","Commercial","Al Thanyah Fifth","Land","Commercial","2000000","1000.96","1000.96","","","","Jumeirah Lakes Towers","Marina Mall","Sports City Swimming Academy","2","1","",""
"11-1324-2006","2006-08-15 00:00:00","30436","Sales","Sale","Ready","Non Free Hold","Residential","Mirdif","Land","Residential","4550000","929.03","929.03","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-1325-2006","2006-08-16 00:00:00","27949","Sales","Sale","Ready","Non Free Hold","Residential","Mirdif","Land","Residential","2430000","940.64","940.64","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-1326-2006","2006-08-16 00:00:00","65880","Sales","Sale","Ready","Non Free Hold","Residential","Jumeirah Third","Land","Residential","3300000","464.52","464.52","","","","Noor Bank Metro Station","Dubai Mall","Burj Khalifa","1","1","",""
"11-1327-2006","2006-08-19 00:00:00","7187","Sales","Sale","Ready","Non Free Hold","Residential","Al Satwa","Land","Residential","1700000","221.02","221.02","","","","Trade Centre Metro Station","Dubai Mall","Burj Khalifa","1","1","",""
"11-1328-2006","2006-08-19 00:00:00","84610","Sales","Sale","Ready","Non Free Hold","Commercial","Al Waheda","Land","Commercial","1900000","929.03","929.03","","","","Abu Hail Metro Station","","Dubai International Airport","1","1","",""
"11-1329-2006","2006-08-19 00:00:00","124745","Sales","Sale","Ready","Non Free Hold","Commercial","Al Thanyah Third","Land","Commercial","22218000","4300.22","4300.22","","","","","","","1","1","",""
"11-133-2006","2006-01-31 00:00:00","85056","Sales","Sale","Ready","Non Free Hold","Residential","Al Manara","Land","Residential","25000000","3605.47","3605.47","","","","First Abu Dhabi Bank Metro Station","Mall of the Emirates","Burj Al Arab","1","1","",""
"11-1330-2006","2006-08-19 00:00:00","28962","Sales","Sale","Ready","Non Free Hold","Residential","Mirdif","Land","Residential","1900000","696.77","696.77","","","","","","","1","2","",""
"11-1331-2006","2006-08-19 00:00:00","69088","Sales","Sale","Ready","Non Free Hold","Residential","Al Barsha Second","Land","Residential","2200000","929.03","929.03","","","","First Abu Dhabi Bank Metro Station","Mall of the Emirates","Burj Al Arab","1","4","",""
"11-1332-2006","2006-08-20 00:00:00","75636","Sales","Sale","Ready","Non Free Hold","Residential","Al Rashidiya","Land","Residential","1750000","594.58","594.58","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-1333-2006","2006-08-20 00:00:00","63470","Sales","Sale","Ready","Non Free Hold","Residential","Al Barsha Second","Land","Residential","8000000","1393.55","1393.55","","","","First Abu Dhabi Bank Metro Station","Mall of the Emirates","Burj Al Arab","1","1","",""
"11-1334-2006","2006-08-20 00:00:00","62951","Sales","Sale","Ready","Non Free Hold","Residential","Al Goze First","Land","Residential","1150000","602.2","602.2","","","","Noor Bank Metro Station","Dubai Mall","Downtown Dubai","1","4","",""
"11-1335-2006","2006-08-22 00:00:00","87160","Sales","Sale","Ready","Free Hold","Commercial","Al Thanyah Fifth","Land","Commercial","2400000","1302.19","1302.19","","","","Jumeirah Lakes Towers","Marina Mall","Sports City Swimming Academy","2","1","",""
"11-1336-2006","2006-08-22 00:00:00","76572","Sales","Sale","Ready","Non Free Hold","Residential","Al Rashidiya","Land","Residential","1160000","328.23","328.23","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","1","8","",""
"11-1337-2006","2006-08-22 00:00:00","3985","Sales","Sale","Ready","Non Free Hold","Commercial","Al Karama","Land","Commercial","2300000","211.35","211.35","","","","ADCB Metro Station","Dubai Mall","Burj Khalifa","3","1","",""
"11-1338-2006","2006-08-22 00:00:00","30091","Sales","Sale","Ready","Non Free Hold","Residential","Mirdif","Land","Residential","2650000","929.03","929.03","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-1339-2006","2006-08-22 00:00:00","89603","Sales","Sale","Ready","Non Free Hold","Residential","Al Satwa","Land","Residential","1700000","232.26","232.26","","","","","","","1","1","",""
"11-134-2006","2006-01-31 00:00:00","83594","Sales","Sale","Ready","Non Free Hold","Residential","Naif","Land","Residential","20000000","223.8","223.8","","","","Baniyas Square Metro Station","Dubai Mall","Dubai International Airport","2","2","",""
"11-1340-2006","2006-08-23 00:00:00","28598","Sales","Sale","Ready","Non Free Hold","Residential","Mirdif","Land","Residential","2080000","696.77","696.77","","","","Etisalat Metro Station","City Centre Mirdif","Dubai International Airport","1","2","",""
"11-1341-2006","2006-08-23 00:00:00","87308","Sales","Sale","Ready","Free Hold","Commercial","Al Thanyah Fifth","Land","Commercial","2000000","1026.92","1026.92","","","","Jumeirah Lakes Towers","Marina Mall","Sports City Swimming Academy","1","1","",""
"11-1342-2006","2006-08-23 00:00:00","86945","Sales","Sale","Ready","Free Hold","Commercial","Al Thanyah Fifth","Land","Commercial","2000000","955.92","955.92","","","","Damac Properties","Marina Mall","Sports City Swimming Academy","1","1","",""
"11-1343-2006","2006-08-23 00:00:00","86445","Sales","Sale","Ready","Free Hold","Commercial","Al Thanyah Fifth","Land","Commercial","2000000","1025.64","1025.64","","","","Jumeirah Lakes Towers","Marina Mall","Sports City Swimming Academy","2","1","",""
"11-1344-2006","2006-08-23 00:00:00","87384","Sales","Sale","Ready","Free Hold","Commercial","Al Thanyah Fifth","Land","Commercial","2000000","988.17","988.17","","","","Jumeirah Lakes Towers","Marina Mall","Sports City Swimming Academy","1","1","",""
"11-1345-2006","2006-08-23 00:00:00","94312","Sales","Sale","Ready","Free Hold","Commercial","Al Thanyah Fifth","Land","Commercial","2100000","988.02","988.02","","","","Jumeirah Lakes Towers","Marina Mall","Sports City Swimming Academy","1","1","",""
"11-1346-2006","2006-08-23 00:00:00","86410","Sales","Sale","Ready","Free Hold","Commercial","Al Thanyah Fifth","Land","Commercial","2300000","1302.91","1302.91","","","","Marina Mall Metro Station","Marina Mall","Sports City Swimming Academy","2","1","",""
"11-1347-2006","2006-08-23 00:00:00","80154","Sales","Sale","Ready","Non Free Hold","Residential","Al Satwa","Land","Residential","2500000","225.75","504.46","","","","Trade Centre Metro Station","Dubai Mall","Burj Khalifa","1","1","",""
"11-1348-2006","2006-08-23 00:00:00","86976","Sales","Sale","Ready","Free Hold","Commercial","Al Thanyah Fifth","Land","Commercial","2000000","988.62","988.62","","","","Damac Properties","Marina Mall","Sports City Swimming Academy","1","1","",""
"11-1349-2006","2006-08-23 00:00:00","55634","Sales","Sale","Ready","Non Free Hold","Residential","Al Barsha Second","Land","Residential","2700000","1393.55","1393.55","","","","First Abu Dhabi Bank Metro Station","Mall of the Emirates","Burj Al Arab","1","6","",""
"11-135-2006","2006-02-04 00:00:00","58017","Sales","Sale","Ready","Non Free Hold","Residential","Al Manara","Land","Residential","8550000","1393.55","1393.55","","","","First Abu Dhabi Bank Metro Station","Mall of the Emirates","Burj Al Arab","1","1","",""
"11-1350-2006","2006-08-23 00:00:00","30101","Sales","Sale","Ready","Non Free Hold","Residential","Mirdif","Land","Residential","3750000","1393.55","1393.55","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-1351-2006","2006-08-23 00:00:00","86986","Sales","Sale","Ready","Free Hold","Commercial","Al Thanyah Fifth","Land","Commercial","2100000","955.92","955.92","","","","Damac Properties","Marina Mall","Sports City Swimming Academy","1","1","",""
"11-1352-2006","2006-08-23 00:00:00","5396","Sales","Sale","Ready","Non Free Hold","Commercial","Al Raffa","Land","Commercial","1400000","167.13","167.13","","","","Al Ghubaiba Metro Station","Dubai Mall","Burj Khalifa","1","5","",""
"11-1353-2006","2006-08-26 00:00:00","27173","Sales","Sale","Ready","Non Free Hold","Commercial","Al Ras","Land","Commercial","4000000","143.07","143.07","","","","Al Ras Metro Station","Dubai Mall","Dubai International Airport","1","1","",""
"11-1354-2006","2006-08-26 00:00:00","57686","Sales","Sale","Ready","Non Free Hold","Residential","Al Satwa","Land","Residential","1850000","232.26","232.26","","","","","","","1","3","",""
"11-1355-2006","2006-08-26 00:00:00","37724","Sales","Sale","Ready","Non Free Hold","Commercial","Hor Al Anz","Land","Commercial","1200000","185.81","185.81","","","","Abu Baker Al Siddique Metro Station","","Dubai International Airport","1","1","",""
"11-1356-2006","2006-08-27 00:00:00","30248","Sales","Sale","Ready","Non Free Hold","Residential","Mirdif","Land","Residential","1387500","696.77","696.77","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-1357-2006","2006-08-27 00:00:00","94624","Sales","Sale","Ready","Non Free Hold","Commercial","Muhaisanah Fourth","Land","Commercial","14500000","2358.81","2358.81","","","","Al Qusais Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-1358-2006","2006-08-27 00:00:00","65460","Sales","Sale","Ready","Non Free Hold","Residential","Muhaisanah Third","Land","Residential","1545000","1393.55","1393.55","","","","Etisalat Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-1359-2006","2006-08-27 00:00:00","86468","Sales","Sale","Ready","Free Hold","Commercial","Al Thanyah Fifth","Land","Commercial","2400000","1303.01","1303.01","","","","Marina Mall Metro Station","Marina Mall","Sports City Swimming Academy","1","1","",""
"11-136-2006","2006-02-04 00:00:00","57686","Sales","Sale","Ready","Non Free Hold","Residential","Al Satwa","Land","Residential","1450000","232.26","232.26","","","","","","","3","1","",""
"11-1360-2006","2006-08-27 00:00:00","86462","Sales","Sale","Ready","Free Hold","Commercial","Al Thanyah Fifth","Land","Commercial","2000000","817.58","817.58","","","","Marina Mall Metro Station","Marina Mall","Sports City Swimming Academy","1","1","",""
"11-1361-2006","2006-08-27 00:00:00","86465","Sales","Sale","Ready","Free Hold","Commercial","Al Thanyah Fifth","Land","Commercial","2100000","988.18","988.18","","","","Marina Mall Metro Station","Marina Mall","Sports City Swimming Academy","1","1","",""
"11-1362-2006","2006-08-27 00:00:00","86464","Sales","Sale","Ready","Free Hold","Commercial","Al Thanyah Fifth","Land","Commercial","2100000","988.49","988.49","","","","Marina Mall Metro Station","Marina Mall","Sports City Swimming Academy","1","1","",""
"11-1363-2006","2006-08-27 00:00:00","68263","Sales","Sale","Ready","Non Free Hold","Commercial","Hor Al Anz","Land","Commercial","1050000","167.23","167.23","","","","Abu Baker Al Siddique Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-1364-2006","2006-08-27 00:00:00","45390","Sales","Sale","Ready","Non Free Hold","Residential","Al Warqa Third","Land","Residential","1351367","1111.03","1111.03","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","1","5","",""
"11-1365-2006","2006-08-28 00:00:00","86466","Sales","Sale","Ready","Free Hold","Commercial","Al Thanyah Fifth","Land","Commercial","2100000","1001.95","1001.95","","","","Marina Mall Metro Station","Marina Mall","Sports City Swimming Academy","1","1","",""
"11-1366-2006","2006-08-28 00:00:00","86467","Sales","Sale","Ready","Free Hold","Commercial","Al Thanyah Fifth","Land","Commercial","2100000","955.92","955.92","","","","Marina Mall Metro Station","Marina Mall","Sports City Swimming Academy","1","1","",""
"11-1367-2006","2006-08-28 00:00:00","93776","Sales","Sale","Ready","Free Hold","Commercial","Al Thanyah Fifth","Land","Commercial","2000000","955.93","955.74","","","","Jumeirah Lakes Towers","Marina Mall","Sports City Swimming Academy","1","1","",""
"11-1368-2006","2006-08-28 00:00:00","86463","Sales","Sale","Ready","Free Hold","Commercial","Al Thanyah Fifth","Land","Commercial","2050000","933.03","933.03","","","","Marina Mall Metro Station","Marina Mall","Sports City Swimming Academy","1","1","",""
"11-1369-2006","2006-08-28 00:00:00","31903","Sales","Sale","Ready","Non Free Hold","Commercial","Al Murqabat","Land","Commercial","16000000","903.76","903.76","","","","Al Rigga Metro Station","Dubai Mall","Dubai International Airport","1","1","",""
"11-137-2006","2006-02-04 00:00:00","67867","Sales","Sale","Ready","Non Free Hold","Residential","Um Al Sheif","Land","Residential","4275000","1393.55","1393.55","","","","First Abu Dhabi Bank Metro Station","Mall of the Emirates","Burj Al Arab","1","1","",""
